ID1	ID2	type	node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	exists
AT4G02195	AT3G52400	-	SYP42	SYP122	132321	130890	3702.AT4G02195.1	3702.AT3G52400.1	0	0	0	0	0.191	0.71	0	0.709	0.925	0.25
AT5G24120	AT3G56710	-	SIGE	SIB1	138485	131345	3702.AT5G24120.1	3702.AT3G56710.1	0	0	0	0	0	0	0	0.925	0.925	0.5
AT3G52400	AT1G07000	-	SYP122	EXO70B2	130890	115936	3702.AT3G52400.1	3702.AT1G07000.1	0	0	0	0	0.905	0.113	0	0.186	0.925	0.75
AT5G47230	AT4G11280	-	ERF5	ACS6	140307	133016	3702.AT5G47230.1	3702.AT4G11280.1	0	0	0	0	0.796	0	0	0.643	0.924	1
AT5G66210	AT3G45640	-	CPK28	MPK3	142355	130168	3702.AT5G66210.1	3702.AT3G45640.1	0	0	0.314	0.662	0.852	0.302	0	0.675	0.924	0.25
AT3G11820	AT2G31880	-	SYP121	SOBIR1	127780	124878	3702.AT3G11820.1	3702.AT2G31880.1	0	0	0	0	0.92	0	0	0.093	0.924	0.5
AT2G40140	AT2G39650	-	CZF1	AT2G39650	125775	125714	3702.AT2G40140.1	3702.AT2G39650.1	0	0	0	0	0.924	0	0	0	0.924	0.75
AT2G43790	AT2G04550	-	MPK6	IBR5	126169	122730	3702.AT2G43790.1	3702.AT2G04550.1	0	0	0	0	0	0.565	0	0.832	0.923	1
AT3G50930	AT2G38470	-	BCS1	WRKY33	130732	125595	3702.AT3G50930.1	3702.AT2G38470.1	0	0	0	0	0.921	0	0	0.066	0.923	0.25
AT3G54300	AT1G13890	-	VAMP727	SNAP30	131092	116686	3702.AT3G54300.1	3702.AT1G13890.1	0	0	0	0	0	0.579	0	0.824	0.923	0.5
AT5G59550	AT5G22250	-	RDUF2	CAF1b	141643	138284	3702.AT5G59550.1	3702.AT5G22250.1	0	0	0	0	0.923	0	0	0	0.923	0.75
AT5G66210	AT3G49530	-	CPK28	NAC062	142355	130574	3702.AT5G66210.1	3702.AT3G49530.1	0	0	0	0	0.922	0	0	0	0.922	1
AT4G11280	AT3G46620	-	ACS6	RDUF1	133016	130271	3702.AT4G11280.1	3702.AT3G46620.1	0	0	0	0	0.922	0	0	0	0.922	0.25
AT3G56880	AT3G55980	-	AT3G56880	SZF1	131362	131273	3702.AT3G56880.1	3702.AT3G55980.1	0	0	0	0	0.922	0	0	0	0.922	0.5
AT3G04640	AT2G40000	-	AT3G04640	HSPRO2	127035	125756	3702.AT3G04640.1	3702.AT2G40000.1	0	0	0	0	0.922	0	0	0	0.922	0.75
AT5G06320	AT1G27730	-	NHL3	STZ	136757	118057	3702.AT5G06320.1	3702.AT1G27730.1	0	0	0	0	0.921	0	0	0.06	0.922	1
AT5G02290	AT3G45640	-	NAK	MPK3	136330	130168	3702.AT5G02290.1	3702.AT3G45640.1	0	0	0	0.649	0.901	0.201	0	0.178	0.921	0.25
AT5G61210	AT1G07000	-	SNAP33	EXO70B2	141815	115936	3702.AT5G61210.1	3702.AT1G07000.1	0	0	0	0	0.89	0	0	0.319	0.921	0.5
AT5G27420	AT5G26920	-	CNI1	CBP60G	138811	138763	3702.AT5G27420.1	3702.AT5G26920.1	0	0	0	0	0.88	0	0	0.37	0.921	0.75
AT2G31010	AT1G59580	-	AT2G31010	MPK2	124780	120159	3702.AT2G31010.1	3702.AT1G59580.1	0	0	0	0.635	0	0.201	0.9	0.178	0.921	1
AT4G36450	AT2G31010	-	MPK14	AT2G31010	135802	124780	3702.AT4G36450.1	3702.AT2G31010.1	0	0	0	0.632	0	0.201	0.9	0.178	0.921	0.25
AT4G35560	AT3G52400	-	DAW1	SYP122	135708	130890	3702.AT4G35560.2	3702.AT3G52400.1	0	0	0	0	0	0.661	0	0.776	0.921	0.5
AT5G05570	AT3G52400	-	AT5G05570	SYP122	136676	130890	3702.AT5G05570.1	3702.AT3G52400.1	0	0	0	0	0	0.661	0	0.776	0.921	0.75
AT4G01370	AT3G58640	-	MPK4	AT3G58640	132226	131542	3702.AT4G01370.1	3702.AT3G58640.1	0	0	0	0.633	0	0.201	0.9	0.178	0.921	1
AT4G36450	AT3G58640	-	MPK14	AT3G58640	135802	131542	3702.AT4G36450.1	3702.AT3G58640.1	0	0	0	0.629	0	0.201	0.9	0.178	0.921	0.25
AT2G31010	AT2G18170	-	AT2G31010	MPK7	124780	123434	3702.AT2G31010.1	3702.AT2G18170.1	0	0	0	0.635	0	0.201	0.9	0.178	0.921	0.5
AT3G58640	AT1G10210	-	AT3G58640	MPK1	131542	116288	3702.AT3G58640.1	3702.AT1G10210.1	0	0	0	0.636	0	0.201	0.9	0.178	0.921	0.75
AT2G31010	AT1G10210	-	AT2G31010	MPK1	124780	116288	3702.AT2G31010.1	3702.AT1G10210.1	0	0	0	0.637	0	0.201	0.9	0.178	0.921	1
AT2G25970	AT1G33680	-	AT2G25970	AT1G33680	124256	118624	3702.AT2G25970.1	3702.AT1G33680.1	0	0	0	0.692	0.248	0	0.9	0	0.921	0.25
AT4G01370	AT2G31010	-	MPK4	AT2G31010	132226	124780	3702.AT4G01370.1	3702.AT2G31010.1	0	0	0	0.635	0	0.201	0.9	0.178	0.921	0.5
AT3G58640	AT1G59580	-	AT3G58640	MPK2	131542	120159	3702.AT3G58640.1	3702.AT1G59580.1	0	0	0	0.633	0	0.201	0.9	0.178	0.921	0.75
AT2G46070	AT2G31010	-	MPK12	AT2G31010	126407	124780	3702.AT2G46070.1	3702.AT2G31010.1	0	0	0	0.636	0	0.201	0.9	0.178	0.921	1
AT3G58640	AT2G18170	-	AT3G58640	MPK7	131542	123434	3702.AT3G58640.1	3702.AT2G18170.1	0	0	0	0.636	0	0.201	0.9	0.178	0.921	0.25
AT4G35560	AT3G11820	-	DAW1	SYP121	135708	127780	3702.AT4G35560.2	3702.AT3G11820.1	0	0	0	0	0	0.661	0	0.776	0.921	0.5
AT3G58640	AT2G46070	-	AT3G58640	MPK12	131542	126407	3702.AT3G58640.1	3702.AT2G46070.1	0	0	0	0.636	0	0.201	0.9	0.178	0.921	0.75
AT5G05570	AT3G11820	-	AT5G05570	SYP121	136676	127780	3702.AT5G05570.1	3702.AT3G11820.1	0	0	0	0	0	0.661	0	0.776	0.921	1
AT3G58640	AT2G43790	-	AT3G58640	MPK6	131542	126169	3702.AT3G58640.1	3702.AT2G43790.1	0	0	0	0.64	0	0.201	0.9	0.178	0.92	0.25
AT4G11330	AT3G58640	-	MPK5	AT3G58640	133021	131542	3702.AT4G11330.1	3702.AT3G58640.1	0	0	0	0.642	0	0.201	0.9	0.178	0.92	0.5
AT3G55980	AT2G41640	-	SZF1	AT2G41640	131273	125942	3702.AT3G55980.1	3702.AT2G41640.1	0	0	0	0	0.92	0	0	0	0.92	0.75
AT3G59790	AT3G58640	-	MPK10	AT3G58640	131658	131542	3702.AT3G59790.1	3702.AT3G58640.1	0	0	0	0.639	0	0.201	0.9	0.178	0.92	1
AT5G06320	AT2G40140	-	NHL3	CZF1	136757	125775	3702.AT5G06320.1	3702.AT2G40140.1	0	0	0	0	0.92	0	0	0	0.92	0.25
AT2G43790	AT2G42640	-	MPK6	AT2G42640	126169	126045	3702.AT2G43790.1	3702.AT2G42640.1	0	0	0	0.661	0	0.201	0.9	0.178	0.92	0.5
AT2G42640	AT1G07880	-	AT2G42640	ATMPK13	126045	116033	3702.AT2G42640.1	3702.AT1G07880.2	0	0	0	0.671	0	0.201	0.9	0.178	0.92	0.75
AT2G42640	AT1G01560	-	AT2G42640	MPK11	126045	115365	3702.AT2G42640.1	3702.AT1G01560.2	0	0	0	0.673	0	0.201	0.9	0.178	0.92	1
AT2G46070	AT2G42640	-	MPK12	AT2G42640	126407	126045	3702.AT2G46070.1	3702.AT2G42640.1	0	0	0	0.664	0	0.201	0.9	0.178	0.92	0.25
AT3G45640	AT2G42640	-	MPK3	AT2G42640	130168	126045	3702.AT3G45640.1	3702.AT2G42640.1	0	0	0	0.672	0	0.201	0.9	0.178	0.92	0.5
AT3G58640	AT1G01560	-	AT3G58640	MPK11	131542	115365	3702.AT3G58640.1	3702.AT1G01560.2	0	0	0	0.641	0	0.201	0.9	0.178	0.92	0.75
AT4G11330	AT2G31010	-	MPK5	AT2G31010	133021	124780	3702.AT4G11330.1	3702.AT2G31010.1	0	0	0	0.643	0	0.201	0.9	0.178	0.92	1
AT3G59790	AT2G31010	-	MPK10	AT2G31010	131658	124780	3702.AT3G59790.1	3702.AT2G31010.1	0	0	0	0.641	0	0.201	0.9	0.178	0.92	0.25
AT3G58640	AT3G45640	-	AT3G58640	MPK3	131542	130168	3702.AT3G58640.1	3702.AT3G45640.1	0	0	0	0.642	0	0.201	0.9	0.178	0.92	0.5
AT5G59820	AT5G04340	-	RHL41	ZAT6	141669	136550	3702.AT5G59820.1	3702.AT5G04340.1	0	0	0	0.741	0.908	0	0	0.546	0.92	0.75
AT4G11330	AT2G42640	-	MPK5	AT2G42640	133021	126045	3702.AT4G11330.1	3702.AT2G42640.1	0	0	0	0.666	0	0.201	0.9	0.178	0.92	1
AT3G58640	AT1G07880	-	AT3G58640	ATMPK13	131542	116033	3702.AT3G58640.1	3702.AT1G07880.2	0	0	0	0.64	0	0.201	0.9	0.178	0.92	0.25
AT2G43790	AT2G31010	-	MPK6	AT2G31010	126169	124780	3702.AT2G43790.1	3702.AT2G31010.1	0	0	0	0.644	0	0.201	0.9	0.178	0.92	0.5
AT2G31010	AT1G07880	-	AT2G31010	ATMPK13	124780	116033	3702.AT2G31010.1	3702.AT1G07880.2	0	0	0	0.641	0	0.201	0.9	0.178	0.92	0.75
AT3G59790	AT2G42640	-	MPK10	AT2G42640	131658	126045	3702.AT3G59790.1	3702.AT2G42640.1	0	0	0	0.656	0	0.201	0.9	0.178	0.92	1
AT4G28400	AT3G45640	-	AT4G28400	MPK3	134927	130168	3702.AT4G28400.1	3702.AT3G45640.1	0	0	0	0	0.753	0.305	0	0.574	0.92	0.25
AT5G49160	AT4G01850	-	MET1	SAM-2	140517	132278	3702.AT5G49160.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.232	0.92	0.5
AT3G45640	AT2G31010	-	MPK3	AT2G31010	130168	124780	3702.AT3G45640.1	3702.AT2G31010.1	0	0	0	0.647	0	0.201	0.9	0.178	0.92	0.75
AT2G04550	AT1G71860	-	IBR5	PTP1	122730	121444	3702.AT2G04550.1	3702.AT1G71860.1	0	0	0	0	0.124	0.267	0	0.886	0.92	1
AT2G31010	AT1G01560	-	AT2G31010	MPK11	124780	115365	3702.AT2G31010.1	3702.AT1G01560.2	0	0	0	0.643	0	0.201	0.9	0.178	0.92	0.25
AT4G36450	AT2G42640	-	MPK14	AT2G42640	135802	126045	3702.AT4G36450.1	3702.AT2G42640.1	0	0	0	0.642	0	0.201	0.9	0.178	0.92	0.5
AT2G42640	AT1G10210	-	AT2G42640	MPK1	126045	116288	3702.AT2G42640.1	3702.AT1G10210.1	0	0	0	0.654	0	0.201	0.9	0.178	0.92	0.75
AT4G01370	AT2G42640	-	MPK4	AT2G42640	132226	126045	3702.AT4G01370.1	3702.AT2G42640.1	0	0	0	0.66	0	0.201	0.9	0.178	0.92	1
AT2G42640	AT1G59580	-	AT2G42640	MPK2	126045	120159	3702.AT2G42640.1	3702.AT1G59580.1	0	0	0	0.648	0	0.201	0.9	0.178	0.92	0.25
AT2G42640	AT2G18170	-	AT2G42640	MPK7	126045	123434	3702.AT2G42640.1	3702.AT2G18170.1	0	0	0	0.651	0	0.201	0.9	0.178	0.92	0.5
AT5G45340	AT4G29780	-	CYP707A3	AT4G29780	140099	135079	3702.AT5G45340.1	3702.AT4G29780.1	0	0	0	0	0.908	0	0	0.161	0.919	0.75
AT5G07880	AT4G02195	-	SNAP29	SYP42	136918	132321	3702.AT5G07880.1	3702.AT4G02195.1	0	0	0	0	0	0.67	0	0.764	0.919	1
AT1G19020	AT1G05340	-	AT1G19020	AT1G05340	117217	115762	3702.AT1G19020.1	3702.AT1G05340.1	0	0	0	0	0.424	0	0	0.866	0.919	0.25
AT5G26980	AT3G52400	-	SYP41	SYP122	138769	130890	3702.AT5G26980.1	3702.AT3G52400.1	0	0	0	0	0	0.71	0	0.731	0.918	0.5
AT3G49530	AT2G38470	-	NAC062	WRKY33	130574	125595	3702.AT3G49530.1	3702.AT2G38470.1	0	0	0	0	0.909	0	0	0.145	0.918	0.75
AT3G45640	AT2G31880	-	MPK3	SOBIR1	130168	124878	3702.AT3G45640.1	3702.AT2G31880.1	0	0	0	0.638	0.892	0.201	0	0.293	0.918	1
AT2G40000	AT1G76600	-	HSPRO2	AT1G76600	125756	121928	3702.AT2G40000.1	3702.AT1G76600.1	0	0	0	0	0.918	0	0	0	0.918	0.25
AT3G46620	AT1G23710	-	RDUF1	AT1G23710	130271	117705	3702.AT3G46620.1	3702.AT1G23710.1	0	0	0	0	0.918	0	0	0	0.918	0.5
AT4G11330	AT1G01560	-	MPK5	MPK11	133021	115365	3702.AT4G11330.1	3702.AT1G01560.2	0	0	0.527	0.982	0.197	0	0.9	0.82	0.918	0.75
AT5G27420	AT1G19020	-	CNI1	AT1G19020	138811	117217	3702.AT5G27420.1	3702.AT1G19020.1	0	0	0	0	0.918	0	0	0	0.918	1
AT5G54430	AT3G45640	-	PHOS32	MPK3	141091	130168	3702.AT5G54430.1	3702.AT3G45640.1	0	0	0	0	0	0.805	0	0.597	0.918	0.25
AT5G59820	AT5G42380	-	RHL41	CML37	141669	139758	3702.AT5G59820.1	3702.AT5G42380.1	0	0	0	0	0.881	0.105	0	0.298	0.918	0.5
AT4G04910	AT3G54300	-	NSF	VAMP727	132566	131092	3702.AT4G04910.1	3702.AT3G54300.1	0	0	0	0	0.119	0.759	0	0.646	0.918	0.75
AT5G58430	AT3G57530	-	EXO70B1	CPK32	141526	131430	3702.AT5G58430.1	3702.AT3G57530.1	0	0	0	0	0.913	0	0	0.101	0.918	1
AT5G13190	AT1G19020	-	GILP	AT1G19020	137405	117217	3702.AT5G13190.1	3702.AT1G19020.1	0	0	0	0	0.918	0	0	0	0.918	0.25
AT4G24570	AT1G32920	-	DIC2	AT1G32920	134510	118562	3702.AT4G24570.1	3702.AT1G32920.1	0	0	0	0	0.917	0	0	0	0.917	0.5
AT3G17390	AT3G02470	-	MTO3	SAMDC	128412	126799	3702.AT3G17390.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0.212	0.917	0.75
AT4G29780	AT3G56880	-	AT4G29780	AT3G56880	135079	131362	3702.AT4G29780.1	3702.AT3G56880.1	0	0	0	0	0.917	0	0	0	0.917	1
AT5G02290	AT2G31880	-	NAK	SOBIR1	136330	124878	3702.AT5G02290.1	3702.AT2G31880.1	0	0	0	0.769	0.917	0	0	0	0.917	0.25
AT5G06320	AT2G31880	-	NHL3	SOBIR1	136757	124878	3702.AT5G06320.1	3702.AT2G31880.1	0	0	0	0	0.905	0	0	0.16	0.916	0.5
AT1G73500	AT1G27730	-	MKK9	STZ	121614	118057	3702.AT1G73500.1	3702.AT1G27730.1	0	0	0	0	0.902	0.09	0	0.139	0.916	0.75
AT3G56710	AT1G64860	-	SIB1	SIGA	131345	120714	3702.AT3G56710.1	3702.AT1G64860.1	0	0	0	0	0	0.823	0	0.547	0.916	1
AT5G66210	AT4G34390	-	CPK28	XLG2	142355	135584	3702.AT5G66210.1	3702.AT4G34390.1	0	0	0	0	0.916	0	0	0	0.916	0.25
AT4G17500	AT1G80840	-	ERF-1	WRKY40	133736	122366	3702.AT4G17500.1	3702.AT1G80840.1	0	0	0	0	0.915	0	0	0.057	0.916	0.5
AT4G24190	AT4G18880	-	SHD	HSFA4A	134469	133896	3702.AT4G24190.1	3702.AT4G18880.1	0	0	0	0	0	0.58	0	0.808	0.916	0.75
AT3G44260	AT1G73540	-	CAF1a	NUDT21	130024	121617	3702.AT3G44260.1	3702.AT1G73540.1	0	0	0	0	0.915	0	0	0	0.915	1
AT3G44260	AT1G32920	-	CAF1a	AT1G32920	130024	118562	3702.AT3G44260.1	3702.AT1G32920.1	0	0	0	0	0.87	0	0	0.374	0.915	0.25
AT5G59820	AT2G38470	-	RHL41	WRKY33	141669	125595	3702.AT5G59820.1	3702.AT2G38470.1	0	0	0	0	0.881	0	0	0.318	0.915	0.5
AT5G04720	AT2G23810	-	ADR1-L2	TET8	136586	124027	3702.AT5G04720.1	3702.AT2G23810.1	0	0	0	0	0.794	0	0	0.606	0.915	0.75
AT4G18880	AT2G40140	-	HSFA4A	CZF1	133896	125775	3702.AT4G18880.1	3702.AT2G40140.1	0	0	0	0	0.915	0	0	0	0.915	1
AT3G17390	AT1G80740	-	MTO3	CMT1	128412	122355	3702.AT3G17390.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT4G14140	AT1G02500	-	DMT2	SAM1	133327	115464	3702.AT4G14140.2	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.5
AT4G08990	AT2G36880	-	AT4G08990	MAT3	132779	125422	3702.AT4G08990.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G14140	AT2G36880	-	DMT2	MAT3	133327	125422	3702.AT4G14140.2	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT4G01850	AT1G80740	-	SAM-2	CMT1	132278	122355	3702.AT4G01850.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT5G25930	AT3G08720	-	AT5G25930	S6K2	138673	127443	3702.AT5G25930.1	3702.AT3G08720.1	0	0	0	0.631	0.615	0.732	0	0.573	0.914	0.5
AT1G69770	AT1G02500	-	CMT3	SAM1	121238	115464	3702.AT1G69770.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G01850	AT1G69770	-	SAM-2	CMT3	132278	121238	3702.AT4G01850.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT1G80740	AT1G02500	-	CMT1	SAM1	122355	115464	3702.AT1G80740.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT2G04550	AT1G10210	-	IBR5	MPK1	122730	116288	3702.AT2G04550.1	3702.AT1G10210.1	0	0	0	0	0	0.565	0	0.811	0.914	0.5
AT4G14140	AT3G17390	-	DMT2	MTO3	133327	128412	3702.AT4G14140.2	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G29780	AT1G28370	-	AT4G29780	ERF11	135079	118126	3702.AT4G29780.1	3702.AT1G28370.1	0	0	0	0	0.914	0	0	0	0.914	1
AT4G19020	AT4G01850	-	CMT2	SAM-2	133914	132278	3702.AT4G19020.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT4G13610	AT4G01850	-	MEE57	SAM-2	133266	132278	3702.AT4G13610.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.181	0.914	0.5
AT4G08990	AT4G01850	-	AT4G08990	SAM-2	132779	132278	3702.AT4G08990.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G19020	AT2G36880	-	CMT2	MAT3	133914	125422	3702.AT4G19020.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT4G14140	AT4G01850	-	DMT2	SAM-2	133327	132278	3702.AT4G14140.2	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT4G19020	AT1G02500	-	CMT2	SAM1	133914	115464	3702.AT4G19020.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.5
AT2G36880	AT1G69770	-	MAT3	CMT3	125422	121238	3702.AT2G36880.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G13610	AT2G36880	-	MEE57	MAT3	133266	125422	3702.AT4G13610.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT4G13610	AT1G02500	-	MEE57	SAM1	133266	115464	3702.AT4G13610.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT3G45640	AT2G04550	-	MPK3	IBR5	130168	122730	3702.AT3G45640.1	3702.AT2G04550.1	0	0	0	0	0	0.565	0	0.812	0.914	0.5
AT4G33050	AT2G38470	-	EDA39	WRKY33	135437	125595	3702.AT4G33050.2	3702.AT2G38470.1	0	0	0	0	0.914	0	0	0	0.914	0.75
AT5G49160	AT3G17390	-	MET1	MTO3	140517	128412	3702.AT5G49160.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT4G08990	AT3G17390	-	AT4G08990	MTO3	132779	128412	3702.AT4G08990.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT3G17390	AT1G69770	-	MTO3	CMT3	128412	121238	3702.AT3G17390.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0.181	0.914	0.5
AT1G28370	AT1G27730	-	ERF11	STZ	118126	118057	3702.AT1G28370.1	3702.AT1G27730.1	0	0	0	0	0.901	0	0	0.175	0.914	0.75
AT4G13610	AT3G17390	-	MEE57	MTO3	133266	128412	3702.AT4G13610.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT5G49160	AT1G02500	-	MET1	SAM1	140517	115464	3702.AT5G49160.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT2G36880	AT1G80740	-	MAT3	CMT1	125422	122355	3702.AT2G36880.1	3702.AT1G80740.1	0	0	0	0	0	0	0.9	0.181	0.914	0.5
AT4G08990	AT1G02500	-	AT4G08990	SAM1	132779	115464	3702.AT4G08990.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.181	0.914	0.75
AT4G19020	AT3G17390	-	CMT2	MTO3	133914	128412	3702.AT4G19020.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.181	0.914	1
AT5G49160	AT2G36880	-	MET1	MAT3	140517	125422	3702.AT5G49160.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.181	0.914	0.25
AT4G01850	AT3G02470	-	SAM-2	SAMDC	132278	126799	3702.AT4G01850.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0.182	0.914	0.5
AT4G11330	AT3G45640	-	MPK5	MPK3	133021	130168	3702.AT4G11330.1	3702.AT3G45640.1	0	0	0.527	0.976	0.143	0	0.9	0.695	0.913	0.75
AT5G58060	AT3G11820	-	YKT61	SYP121	141487	127780	3702.AT5G58060.2	3702.AT3G11820.1	0	0	0	0	0	0.764	0	0.647	0.913	1
AT3G06110	AT1G71860	-	MKP2	PTP1	127212	121444	3702.AT3G06110.2	3702.AT1G71860.1	0	0	0	0	0	0.267	0	0.886	0.913	0.25
AT4G29780	AT2G44840	-	AT4G29780	ERF13	135079	126283	3702.AT4G29780.1	3702.AT2G44840.1	0	0	0	0	0.913	0	0	0	0.913	0.5
AT4G23810	AT2G38470	-	WRKY53	WRKY33	134426	125595	3702.AT4G23810.1	3702.AT2G38470.1	0	0	0	0.64	0.88	0	0	0.792	0.913	0.75
AT5G61600	AT1G73500	-	ERF104	MKK9	141857	121614	3702.AT5G61600.1	3702.AT1G73500.1	0	0	0	0	0.857	0	0	0.41	0.912	1
AT2G43790	AT1G59580	-	MPK6	MPK2	126169	120159	3702.AT2G43790.1	3702.AT1G59580.1	0	0	0.525	0.958	0.121	0	0.9	0.641	0.912	0.25
AT3G49530	AT2G23810	-	NAC062	TET8	130574	124027	3702.AT3G49530.1	3702.AT2G23810.1	0	0	0	0	0.912	0	0	0	0.912	0.5
AT3G02470	AT2G36880	-	SAMDC	MAT3	126799	125422	3702.AT3G02470.1	3702.AT2G36880.1	0	0	0	0	0.118	0	0.9	0.083	0.912	0.75
AT5G54490	AT1G27730	-	F24B18.11	STZ	141097	118057	3702.AT5G54490.1	3702.AT1G27730.1	0	0	0	0	0.894	0.105	0	0.148	0.912	1
AT3G61190	AT2G41640	-	BAP1	AT2G41640	131808	125942	3702.AT3G61190.1	3702.AT2G41640.1	0	0	0	0	0.838	0	0	0.48	0.912	0.25
AT5G58060	AT3G52400	-	YKT61	SYP122	141487	130890	3702.AT5G58060.2	3702.AT3G52400.1	0	0	0	0	0	0.764	0	0.639	0.911	0.5
AT5G58180	AT3G11820	-	ATYKT62	SYP121	141499	127780	3702.AT5G58180.1	3702.AT3G11820.1	0	0	0	0	0	0.764	0	0.639	0.911	0.75
AT5G58180	AT3G52400	-	ATYKT62	SYP122	141499	130890	3702.AT5G58180.1	3702.AT3G52400.1	0	0	0	0	0	0.764	0	0.639	0.911	1
AT4G04910	AT2G33120	-	NSF	VAMP722	132566	125015	3702.AT4G04910.1	3702.AT2G33120.2	0	0	0	0	0	0.759	0	0.646	0.911	0.25
AT4G33050	AT1G55450	-	EDA39	AT1G55450	135437	119903	3702.AT4G33050.2	3702.AT1G55450.2	0	0	0	0	0.911	0	0	0	0.911	0.5
AT3G08720	AT1G01560	-	S6K2	MPK11	127443	115365	3702.AT3G08720.1	3702.AT1G01560.2	0	0	0.406	0.653	0.644	0.661	0	0.566	0.911	0.75
AT5G07880	AT1G12360	-	SNAP29	KEU	136918	116525	3702.AT5G07880.1	3702.AT1G12360.1	0	0	0	0	0	0.849	0.243	0.286	0.911	1
AT3G52400	AT3G05200	-	SYP122	ATL6	130890	127103	3702.AT3G52400.1	3702.AT3G05200.1	0	0	0	0	0.906	0	0	0.101	0.911	0.25
AT5G22250	AT3G46620	-	CAF1b	RDUF1	138284	130271	3702.AT5G22250.1	3702.AT3G46620.1	0	0	0	0	0.911	0	0	0	0.911	0.5
AT4G04910	AT1G04750	-	NSF	VAMP721	132566	115697	3702.AT4G04910.1	3702.AT1G04750.1	0	0	0	0	0	0.759	0	0.646	0.911	0.75
AT4G18880	AT2G20050	-	HSFA4A	AT2G20050	133896	123625	3702.AT4G18880.1	3702.AT2G20050.1	0	0	0	0	0.064	0.758	0	0.639	0.911	1
AT2G40180	AT1G10210	-	PP2C5	MPK1	125779	116288	3702.AT2G40180.1	3702.AT1G10210.1	0	0	0	0	0	0.305	0	0.877	0.911	0.25
AT4G29780	AT2G40000	-	AT4G29780	HSPRO2	135079	125756	3702.AT4G29780.1	3702.AT2G40000.1	0	0	0	0	0.91	0	0	0	0.91	0.5
AT5G15950	AT3G17390	-	AT5G15950	MTO3	137688	128412	3702.AT5G15950.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.141	0.91	0.75
AT5G25930	AT1G07160	-	AT5G25930	AT1G07160	138673	115953	3702.AT5G25930.1	3702.AT1G07160.1	0.643	0	0	0	0.355	0.207	0	0.566	0.91	1
AT3G45640	AT2G26190	-	MPK3	AT2G26190	130168	124278	3702.AT3G45640.1	3702.AT2G26190.1	0	0	0	0	0.91	0	0	0	0.91	0.25
AT5G18930	AT3G17390	-	BUD2	MTO3	138007	128412	3702.AT5G18930.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.139	0.91	0.5
AT4G33050	AT2G18690	-	EDA39	AT2G18690	135437	123487	3702.AT4G33050.2	3702.AT2G18690.1	0	0	0	0	0.818	0	0	0.527	0.91	0.75
AT5G15950	AT2G36880	-	AT5G15950	MAT3	137688	125422	3702.AT5G15950.1	3702.AT2G36880.1	0	0	0	0	0.101	0	0.9	0.083	0.91	1
AT3G02840	AT1G80840	-	AT3G02840	WRKY40	126839	122366	3702.AT3G02840.1	3702.AT1G80840.1	0	0	0	0	0.909	0	0	0	0.909	0.25
