ITAG.PGSC.ID	clade	geneID
PGSC0003DMC400055959	WRKY8,28	PGSC0003DMC400040153
PGSC0003DMC400014395	WRKY8,28	CLCdnRY2_28791
Sotub04g021760	WRKY8,28	CLCdnDe14_34881
Sotub05g016650	WRKY8,28	CLCdnDe1_20236
Sotub10g005930	WRKY8,28	Sotub10g005930
PGSC0003DMC400031479	WRKY8,28	PGSC0003DMC400031479
Sotub07g027620	WRKY8,28	Sotub07g027620
Sotub02g037460	WRKY8,28	CLCdnDe7_166816
Sotub12g013320	WRKY8,28	VdnPW2_44099
Sotub07g028620	WRKY8,28	CLCdnRY10_36588
Sotub10g024570	WRKY8,28	CLCdnRY1_10597
Sotub12g006450	WRKY8,28	CLCdnRY4_68053
Sotub12g011440	WRKY8,28	VdnDe3_62618
Sotub09g016510	WRKY8,28	VdnDe2_73957
Sotub06g022740	WRKY8,28	CLCdnDe14_15
Sotub03g021680	WRKY8,28	VdnDe5_54622
Sotub05g005280	WRKY8,28	CLCdnDe6_23634
PGSC0003DMC400019777	WRKY8,28	CLCdnPW23_27697
Sotub10g005920	WRKY8,28	Sotub10g005920
Sotub04g034660	XRN	VdnDe4_55910
Sotub04g016890	XRN	CLCdnDe10_2475
Sotub12g027460	XRN	VdnDe3_57342
